CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
333510,2015,1927,662,397,69,5986,1109,595995,2266906,80408,391319,427668,1306160,962726,491107,492198,16464,20505,103560,44031,22960,199639,6810,33317,65206,3667,256146,840870,249036,54542,55112,55941,103365,220441,14255,Cifras definitivas
3336,2015,8285,2769,667,151,25229,2092,2625832,30679776,37142,5669784,137626,2017975,28670448,4299965,12227800,87034,57435,321248,352822,457817,145309,913,41146,176433,1370209,1817435,7167728,1441328,121130,271349,237438,599645,403393,7019,Cifras definitivas
333610,2015,8285,2769,667,151,25229,2092,2625832,30679776,37142,5669784,137626,2017975,28670448,4299965,12227800,87034,57435,321248,352822,457817,145309,913,41146,176433,1370209,1817435,7167728,1441328,121130,271349,237438,599645,403393,7019,Cifras definitivas
3339,2015,21868,9620,3960,1438,73356,12484,6531880,24929061,170519,7858763,1681870,12491277,12526817,7421686,5623718,374548,189052,524963,474282,461610,1207141,53017,188203,576188,522749,2177020,4405778,3142854,381446,337579,417743,633115,555239,33739,Cifras definitivas
333910,2015,6247,3941,2191,1053,23824,7423,1979094,10389304,40795,1847273,555488,4395911,6063975,2912576,2030733,130477,39114,200090,127645,141135,674025,14454,16728,191157,173040,731244,1687767,931118,160341,124821,147060,236670,221874,16190,Cifras definitivas
333920,2015,8471,1144,875,104,22756,2319,2233411,4493613,92781,3260441,675564,2104339,2394268,1158209,1616546,84591,69234,138154,156437,142196,240414,9124,62858,176688,68663,481772,934022,1244545,101413,100480,71406,161875,191791,9690,Cifras definitivas
333991,2015,2008,727,309,130,5965,942,769120,4369109,0,500661,187094,3655116,719684,2106668,298280,99955,21487,76574,90257,108969,130216,11181,9520,77208,54814,213549,1050492,451716,43490,76962,69959,115685,55947,2868,Cifras definitivas
333992,2015,711,113,1,0,1915,2,121279,494590,6951,0,11089,490362,4780,256873,4578,45,6006,7935,3339,4104,63,1821,1664,4148,0,27000,70846,17159,26947,5730,3598,11139,10692,266,Cifras definitivas
333999,2015,4431,3695,584,151,18896,1798,1428976,5182445,29992,2250388,252635,1845549,3344110,987360,1673581,59480,53211,102210,96604,65206,162423,16437,97433,126987,226232,723455,662651,498316,49255,29586,125720,107746,74935,4725,Cifras definitivas
334,2015,108049,118984,16029,16349,543429,75578,38265989,60287460,112284,71362527,1020316,12012996,48179211,8898591,26469812,1087641,259913,2258216,2962997,1255730,4958911,56850,1562268,2466906,1422360,10691400,15096882,19823517,291120,1710866,1582327,2416998,2285022,759594,Cifras definitivas
3341,2015,13706,12883,7744,5912,66599,33486,4794128,24094618,0,7467122,94918,391063,23682279,4114280,8796044,99503,38569,351506,453648,695475,2432782,527,1463574,450615,1315419,1314141,1985346,3599204,22021,449674,216346,442188,377800,4176,Cifras definitivas
334110,2015,13706,12883,7744,5912,66599,33486,4794128,24094618,0,7467122,94918,391063,23682279,4114280,8796044,99503,38569,351506,453648,695475,2432782,527,1463574,450615,1315419,1314141,1985346,3599204,22021,449674,216346,442188,377800,4176,Cifras definitivas
3342,2015,17652,19622,1326,1627,86240,6133,5743614,5105764,32399,12116784,162531,2935706,2183228,1249441,1659666,150366,61693,192053,362035,64589,375001,3143,16889,301369,22226,1845725,1657224,2899530,92709,292148,467142,359385,134568,459352,Cifras definitivas
334210,2015,2261,3381,238,210,12113,900,891183,3161916,32399,2552024,15775,2050915,1125731,722412,1011315,64097,5152,38322,59509,41883,50201,2070,9242,49335,0,352996,591326,481142,16002,71185,36031,79104,32695,9497,Cifras definitivas
334220,2015,7798,9644,809,946,38810,3627,2953956,1194857,0,6078673,38647,270142,923155,163462,637432,79012,22655,105728,181059,11925,241875,1057,7585,113576,22226,1006142,757473,2130537,24958,189375,362986,207679,72169,448747,Cifras definitivas
334290,2015,7593,6597,279,471,35317,1606,1898475,748991,0,3486087,108109,614649,134342,363567,10919,7257,33886,48003,121467,10781,82925,16,62,138458,0,486587,308425,287851,51749,31588,68125,72602,29704,1108,Cifras definitivas
3343,2015,20985,19451,2147,2489,93101,10249,6754014,6247152,6153,12311787,177185,3521301,2751136,757182,3927457,377779,13460,385806,511494,40714,547556,2136,6529,334943,72937,1719014,1305938,5218912,49995,269761,284679,418391,400366,3828,Cifras definitivas
334310,2015,20985,19451,2147,2489,93101,10249,6754014,6247152,6153,12311787,177185,3521301,2751136,757182,3927457,377779,13460,385806,511494,40714,547556,2136,6529,334943,72937,1719014,1305938,5218912,49995,269761,284679,418391,400366,3828,Cifras definitivas
3344,2015,48652,59378,3194,3726,263131,16233,18053613,9649881,9219,35444455,331588,1531110,8051507,1492383,4404825,402624,89011,1021241,1326930,181761,779817,5004,45707,1060232,1204,4536871,5483338,6259338,89857,479490,440502,812992,1099417,218159,Cifras definitivas
334410,2015,48652,59378,3194,3726,263131,16233,18053613,9649881,9219,35444455,331588,1531110,8051507,1492383,4404825,402624,89011,1021241,1326930,181761,779817,5004,45707,1060232,1204,4536871,5483338,6259338,89857,479490,440502,812992,1099417,218159,Cifras definitivas
3345,2015,4840,5727,1279,2257,24233,7743,1959565,10464156,64513,3292980,125693,1893081,8525992,418425,6528580,43341,56139,141789,161516,204057,734750,747,2533,268293,9573,944716,1077051,927737,28776,75365,87100,176234,84233,1016,Cifras definitivas
334519,2015,4840,5727,1279,2257,24233,7743,1959565,10464156,64513,3292980,125693,1893081,8525992,418425,6528580,43341,56139,141789,161516,204057,734750,747,2533,268293,9573,944716,1077051,927737,28776,75365,87100,176234,84233,1016,Cifras definitivas
3346,2015,2214,1923,339,338,10125,1734,961055,4725889,0,729399,128401,1740735,2985069,866880,1153240,14028,1041,165821,147374,69134,89005,45293,27036,51454,1001,330933,3587985,918796,7762,144428,86558,207808,188638,73063,Cifras definitivas
334610,2015,2214,1923,339,338,10125,1734,961055,4725889,0,729399,128401,1740735,2985069,866880,1153240,14028,1041,165821,147374,69134,89005,45293,27036,51454,1001,330933,3587985,918796,7762,144428,86558,207808,188638,73063,Cifras definitivas
335,2015,75709,48511,31122,14622,283637,105447,21422894,155887017,336431,36201645,3706752,90179378,65467075,70364717,26649668,2283844,619321,2439908,3017169,2378953,9214973,147545,508089,2039491,511460,8147833,36370334,15153284,628899,1089423,1595676,3868543,2578355,675281,Cifras definitivas
3351,2015,7936,4062,802,599,28388,3241,2105418,1735642,8900,4387715,110508,1161873,559145,404611,458089,227473,43407,176325,139183,12443,342474,7894,10436,123583,0,763699,367173,781998,59187,46986,97625,88602,162480,232205,Cifras definitivas
335110,2015,2320,2096,580,388,9617,2303,800402,625835,0,1697295,2361,79947,544624,6610,337685,99912,10840,70267,63588,2114,234865,359,0,47436,0,211679,102126,248744,6630,5918,15532,25130,62598,176124,Cifras definitivas
335120,2015,5616,1966,222,211,18771,938,1305016,1109807,8900,2690420,108147,1081926,14521,398001,120404,127561,32567,106058,75595,10329,107609,7535,10436,76147,0,552020,265047,533254,52557,41068,82093,63472,99882,56081,Cifras definitivas
3352,2015,18033,12561,15035,9185,68015,53649,4553086,58131843,38011,8326240,728641,35383735,22584056,27790082,11267145,917144,178389,712110,895492,908534,4124328,8106,82117,661438,61340,2307618,17446686,6223580,168878,304800,318107,1813684,1024280,222227,Cifras definitivas
335210,2015,3992,3209,732,403,15427,2500,991082,2799622,0,1779978,82644,1918881,849127,574403,698574,35991,11638,67756,113849,37600,260913,5290,18569,110284,16580,390600,1113039,695673,30765,47057,59209,129185,119141,36818,Cifras definitivas
335220,2015,14041,9352,14303,8782,52588,51149,3562004,55332221,38011,6546262,645997,33464854,21734929,27215679,10568571,881153,166751,644354,781643,870934,3863415,2816,63548,551154,44760,1917018,16333647,5527907,138113,257743,258898,1684499,905139,185409,Cifras definitivas
3353,2015,25501,13129,8720,2389,89612,25838,7611901,40417527,85305,11780131,1194640,20812269,19606666,12976261,9461038,393169,184180,612468,629858,782909,2725467,59335,91401,647046,334845,2215374,6472901,3838277,191643,388352,812684,821810,631538,99489,Cifras definitivas
335311,2015,14386,7415,2196,846,51444,6594,4313437,15033362,0,6607218,180554,9103975,5979260,3494810,4770806,97431,108219,346617,345296,274474,583604,37270,20648,252924,1199,1251982,3053263,1679887,64060,101908,538785,408805,337764,23922,Cifras definitivas
335312,2015,11115,5714,6524,1543,38168,19244,3298464,25384165,85305,5172913,1014086,11708294,13627406,9481451,4690232,295738,75961,265851,284562,508435,2141863,22065,70753,394122,333646,963392,3419638,2158390,127583,286444,273899,413005,293774,75567,Cifras definitivas
3359,2015,24239,18759,6565,2449,97622,22719,7152489,55602005,204215,11707559,1672963,32821501,22717208,29193763,5463396,746058,213345,939005,1352636,675067,2022704,72210,324135,607424,115275,2861142,12083574,4309429,209191,349285,367260,1144447,760057,121360,Cifras definitivas
335910,2015,3462,1004,340,27,10111,728,925414,9818408,0,979908,198749,4788975,5011244,4983034,662468,97140,37846,225385,273008,75268,76915,6853,0,80079,0,243662,2091941,523435,31850,33272,73941,192239,173467,12625,Cifras definitivas
335920,2015,5822,4015,4896,709,22907,15226,1676883,38014477,116061,2777766,1119884,23813674,14217919,21904225,3786586,472125,85500,357854,516035,500442,1599695,39876,247007,231913,9889,1176827,6705234,1942848,82043,146211,65193,595952,349165,57394,Cifras definitivas
335930,2015,9286,8214,1063,1469,39281,5716,2810437,4780740,87650,5065703,238423,2809101,1903483,1239784,734884,123409,36638,212848,222626,70882,282089,22869,72948,222675,65344,906206,1371752,982886,57349,102494,168068,173044,125538,42642,Cifras definitivas
335991,2015,936,359,113,29,2820,287,307286,461946,504,1137368,73829,283994,177792,98305,108096,4345,20518,65396,230428,4124,24926,899,928,12872,0,213946,1126825,446840,21651,44183,14687,121614,34547,4358,Cifras definitivas
335999,2015,4733,5167,153,215,22503,762,1432469,2526434,0,1746814,42078,1125757,1406770,968415,171362,49039,32843,77522,110539,24351,39079,1713,3252,59885,40042,320501,787822,413420,16298,23125,45371,61598,77340,4341,Cifras definitivas
336,2015,374876,229484,120972,60457,1343132,422507,109227498,1760915688,4113181,147043807,18645860,480166038,1277625310,500206673,707938286,5384840,4391584,17668054,14075023,27157006,42601090,3204668,4155989,9241716,13075109,66970462,356662852,100208274,3518067,7635958,15430584,37952695,52866420,2766889,Cifras definitivas
3361,2015,53549,7542,12683,3425,127526,35518,21078821,995115902,0,0,5514459,167569193,825353780,310620817,420697321,1207583,617154,4030583,2684829,15101789,4985652,2916356,33373,1378706,5976997,23282181,147363841,43049711,1509165,2557376,3438225,18431067,26065657,529893,Cifras definitivas
336110,2015,42423,6601,7201,2490,101528,21766,17072809,754638804,0,0,3693202,111273431,641284509,249101523,296061120,1154940,479240,3593543,2340657,12132134,3129176,2829005,33373,1152721,5205892,22109455,133078631,38665582,1344791,1775529,3156700,16358290,25099634,454332,Cifras definitivas
336120,2015,11126,941,5482,935,25998,13752,4006012,240477098,0,0,1821257,56295762,184069271,61519294,124636201,52643,137914,437040,344172,2969655,1856476,87351,0,225985,771105,1172726,14285210,4384129,164374,781847,281525,2072777,966023,75561,Cifras definitivas
3362,2015,7963,1153,3055,434,20792,8747,1529172,15958526,1915,1022510,240850,12398387,3547490,7410489,2202704,29197,64688,153946,143756,69564,562444,17049,58696,159878,38719,588501,3187255,1274468,221870,102195,98911,302169,309260,128155,Cifras definitivas
336210,2015,7963,1153,3055,434,20792,8747,1529172,15958526,1915,1022510,240850,12398387,3547490,7410489,2202704,29197,64688,153946,143756,69564,562444,17049,58696,159878,38719,588501,3187255,1274468,221870,102195,98911,302169,309260,128155,Cifras definitivas
3363,2015,289296,212840,92794,51088,1117848,338808,79967552,700919569,4111086,132578305,10172639,291844571,408371578,176070306,260452908,3972381,3218417,12654515,10509295,10784056,32866729,245181,2303003,6505516,6943637,39409738,196428965,49306068,1632728,4530215,11331016,18046744,24856655,1951588,Cifras definitivas
336310,2015,27691,4470,10323,3182,77213,32329,8769395,161273639,1988146,3782354,1269856,55392868,105811742,39139726,62445153,446831,447220,2457534,2356856,2829746,3278022,126237,179806,720269,1176241,5440918,74602646,13380353,400109,731645,1503795,6103015,6369012,542551,Cifras definitivas
336320,2015,113445,120539,24651,22494,499790,110385,30827417,114852415,316764,52925613,2659278,29772558,84966307,28020115,42440373,1073798,391686,2768436,2165696,1697896,8549891,9777,60075,1858252,2225537,11208421,26864434,11220804,354494,1423770,2448995,2918751,4871993,249428,Cifras definitivas
336330,2015,11695,2273,3227,1603,32182,11251,3183626,43087699,179000,3879557,210112,18308115,24620662,8185602,15593414,186221,264797,652810,517824,541431,1020583,7779,28404,421670,351203,2033246,8733387,1935501,86544,161195,307725,667248,694891,67377,Cifras definitivas
336340,2015,12732,5005,2135,706,41950,6760,3571013,15587647,15684,5693164,106690,7725980,7816265,4397886,2775974,196795,154925,771587,699568,176642,704016,11279,485343,326025,76779,1834252,6275759,1902326,79996,134124,114129,568460,958953,116744,Cifras definitivas
336350,2015,19563,3980,5649,1050,55717,16183,6551089,80782727,289008,13152448,649425,24361711,56132536,9695561,38603943,179088,752603,1750368,1234206,1539426,2456482,29978,665452,676977,737442,5426063,23012272,3062606,130865,229549,3275659,2283071,2477281,264738,Cifras definitivas
336360,2015,38605,34451,9135,8228,159091,37173,9200071,55754170,32902,26142591,198870,31023508,24783267,13554641,23476220,483344,109819,664435,688490,1058196,3097788,22647,107737,685218,186302,2241943,6411616,2302064,61922,282262,262017,629162,1000272,88550,Cifras definitivas
336370,2015,9578,2604,11376,3302,27650,33630,2408642,58342665,399784,893549,1786491,46393779,11938502,26901231,11251681,227586,277535,1098538,575594,738615,3984097,3773,446479,563145,372662,2031606,14423390,4207992,115947,292921,630320,1318553,3018099,157533,Cifras definitivas
336390,2015,55987,39518,26298,10523,224255,91097,15456299,171238607,889798,26109029,3291917,78866052,92302297,46175544,63866150,1178718,819832,2490807,2271061,2202104,9775850,33711,329707,1253960,1817471,9193289,36105461,11294422,402851,1274749,2788376,3558484,5466154,464667,Cifras definitivas
3364,2015,8734,4668,6581,4934,31573,24340,2869948,9881333,0,9723947,640294,130510,9750605,141924,6420405,121760,59885,429510,396482,255685,2687777,3545,1880,551509,8396,1867174,4565247,1998283,37351,265998,283559,600273,405812,4982,Cifras definitivas
336410,2015,8734,4668,6581,4934,31573,24340,2869948,9881333,0,9723947,640294,130510,9750605,141924,6420405,121760,59885,429510,396482,255685,2687777,3545,1880,551509,8396,1867174,4565247,1998283,37351,265998,283559,600273,405812,4982,Cifras definitivas
3365,2015,7490,853,4395,337,21792,10917,1858706,30744941,0,1172736,1871191,895455,29663551,3735352,17234808,30999,58951,269190,209126,817950,879950,806,1753490,331925,18639,922346,2743149,1802734,38012,47747,190076,272104,799386,80093,Cifras definitivas
336510,2015,7490,853,4395,337,21792,10917,1858706,30744941,0,1172736,1871191,895455,29663551,3735352,17234808,30999,58951,269190,209126,817950,879950,806,1753490,331925,18639,922346,2743149,1802734,38012,47747,190076,272104,799386,80093,Cifras definitivas
3366,2015,2451,219,1233,153,6559,3503,588867,5529649,1,218009,43099,5197510,332652,1798195,61250,1888,235403,65701,50168,59407,533568,5641,0,265740,0,399531,1628679,2065677,23487,25068,17695,175383,315902,66660,Cifras definitivas
336610,2015,2451,219,1233,153,6559,3503,588867,5529649,1,218009,43099,5197510,332652,1798195,61250,1888,235403,65701,50168,59407,533568,5641,0,265740,0,399531,1628679,2065677,23487,25068,17695,175383,315902,66660,Cifras definitivas
3369,2015,5393,2209,231,86,17042,674,1334432,2765768,179,2328300,163328,2130412,605654,429590,868890,21032,137086,64609,81367,68555,84970,16090,5547,48442,88721,500991,745716,711333,55454,107359,71102,124955,113748,5518,Cifras definitivas
336991,2015,4586,1702,167,10,13969,386,1172456,1108675,0,2325874,40211,505731,598743,210856,375161,8909,129670,53560,74268,20366,20222,7721,867,23004,33959,415438,355609,566412,18075,85933,34276,80180,106064,5034,Cifras definitivas
336992,2015,807,507,64,76,3073,288,161976,1657093,179,2426,123117,1624681,6911,218734,493729,12123,7416,11049,7099,48189,64748,8369,4680,25438,54762,85553,390107,144921,37379,21426,36826,44775,7684,484,Cifras definitivas
337,2015,32089,12784,4554,1461,105923,13711,5492413,21263950,133136,6788493,390971,18077588,3228020,9495265,1138818,438562,260663,444570,376039,608926,800322,261313,204727,838366,94812,1926236,3903370,1544677,566107,282647,272834,457821,629954,152705,Cifras definitivas
